area_id,area_level,parent_area_id,area_name,spectrum_region_code,area_sort_order
ZAF_4_FS162,4,ZAF_3_FS162,Kopanong LM,4,374
ZAF_4_FS163,4,ZAF_3_FS163,Mohokare LM,4,375
ZAF_4_FS181,4,ZAF_3_FS181,Masilonyana LM,4,376
ZAF_4_FS182,4,ZAF_3_FS182,Tokologo LM,4,377
ZAF_4_FS183,4,ZAF_3_FS183,Tswelopele LM,4,378
ZAF_4_FS184,4,ZAF_3_FS184,Matjhabeng LM,4,379
ZAF_4_FS185,4,ZAF_3_FS185,Nala LM,4,380
ZAF_4_FS191,4,ZAF_3_FS191,Setsoto LM,4,381
ZAF_4_FS192,4,ZAF_3_FS192,Dihlabeng LM,4,382
ZAF_4_FS193,4,ZAF_3_FS193,Nketoana LM,4,383
ZAF_4_FS194,4,ZAF_3_FS194,Maluti-a-Phofung LM,4,384
ZAF_4_FS195,4,ZAF_3_FS195,Phumelela LM,4,385
ZAF_4_FS196,4,ZAF_3_FS196,Mantsopa LM,4,386
ZAF_4_FS201,4,ZAF_3_FS201,Moqhaka LM,4,387
ZAF_4_FS203,4,ZAF_3_FS203,Ngwathe LM,4,388
ZAF_4_FS204,4,ZAF_3_FS204,Metsimaholo LM,4,389
ZAF_4_FS205,4,ZAF_3_FS205,Mafube LM,4,390
ZAF_4_ETH,4,ZAF_3_ETH,eThekwini MM Sub,5,391
ZAF_4_KZN212,4,ZAF_3_KZN212,Umdoni LM,5,392
ZAF_4_KZN213,4,ZAF_3_KZN213,Umzumbe LM,5,393
ZAF_4_KZN214,4,ZAF_3_KZN214,Umuziwabantu LM,5,394
ZAF_4_KZN216,4,ZAF_3_KZN216,Ray Nkonyeni LM,5,395
ZAF_4_KZN221,4,ZAF_3_KZN221,uMshwathi LM,5,396
ZAF_4_KZN222,4,ZAF_3_KZN222,uMngeni LM,5,397
ZAF_4_KZN223,4,ZAF_3_KZN223,Mpofana LM,5,398
ZAF_4_KZN224,4,ZAF_3_KZN224,Impendle LM,5,399
ZAF_4_KZN225,4,ZAF_3_KZN225,Msunduzi LM,5,400
ZAF_4_KZN226,4,ZAF_3_KZN226,Mkhambathini LM,5,401
ZAF_4_KZN227,4,ZAF_3_KZN227,Richmond LM,5,402
ZAF_4_KZN235,4,ZAF_3_KZN235,Okhahlamba LM,5,403
ZAF_4_KZN237,4,ZAF_3_KZN237,Inkosi Langalibalele LM,5,404
ZAF_4_KZN238,4,ZAF_3_KZN238,Alfred Duma LM,5,405
ZAF_4_KZN241,4,ZAF_3_KZN241,Endumeni LM,5,406
ZAF_4_KZN242,4,ZAF_3_KZN242,Nquthu LM,5,407
ZAF_4_KZN244,4,ZAF_3_KZN244,Msinga LM,5,408
ZAF_4_KZN245,4,ZAF_3_KZN245,Umvoti LM,5,409
ZAF_4_KZN252,4,ZAF_3_KZN252,Newcastle LM,5,410
ZAF_4_KZN253,4,ZAF_3_KZN253,Emadlangeni LM,5,411
ZAF_4_KZN254,4,ZAF_3_KZN254,Dannhauser LM,5,412
ZAF_4_KZN261,4,ZAF_3_KZN261,eDumbe LM,5,413
ZAF_4_KZN262,4,ZAF_3_KZN262,uPhongolo LM,5,414
ZAF_4_KZN263,4,ZAF_3_KZN263,AbaQulusi LM,5,415
ZAF_4_KZN265,4,ZAF_3_KZN265,Nongoma LM,5,416
ZAF_4_KZN266,4,ZAF_3_KZN266,Ulundi LM,5,417
ZAF_4_KZN271,4,ZAF_3_KZN271,uMhlabuyalingana LM,5,418
ZAF_4_KZN272,4,ZAF_3_KZN272,Jozini LM,5,419
ZAF_4_KZN275,4,ZAF_3_KZN275,Mtubatuba LM,5,420
ZAF_4_KZN276,4,ZAF_3_KZN276,Big 5 Hlabisa LM,5,421
ZAF_4_KZN281,4,ZAF_3_KZN281,uMfolozi LM,5,422
ZAF_4_KZN282,4,ZAF_3_KZN282,City of uMhlathuze LM,5,423
ZAF_4_KZN284,4,ZAF_3_KZN284,uMlalazi LM,5,424
ZAF_4_KZN285,4,ZAF_3_KZN285,Mthonjaneni LM,5,425
ZAF_4_KZN286,4,ZAF_3_KZN286,Nkandla LM,5,426
ZAF_4_KZN291,4,ZAF_3_KZN291,Mandeni LM,5,427
ZAF_4_KZN292,4,ZAF_3_KZN292,KwaDukuza LM,5,428
ZAF_4_KZN293,4,ZAF_3_KZN293,Ndwedwe LM,5,429
ZAF_4_KZN294,4,ZAF_3_KZN294,Maphumulo LM,5,430
ZAF_4_KZN433,4,ZAF_3_KZN433,Gr Kokstad LM,5,431
ZAF_4_KZN434,4,ZAF_3_KZN434,Ubuhlebezwe LM,5,432
ZAF_4_KZN435,4,ZAF_3_KZN435,uMzimkhulu LM,5,433
ZAF_4_KZN436,4,ZAF_3_KZN436,Dr N Dlamini Zuma LM,5,434
ZAF_4_MP301,4,ZAF_3_MP301,Chief Albert Luthuli LM,8,435
ZAF_4_MP302,4,ZAF_3_MP302,Msukaligwa LM,8,436
ZAF_4_MP303,4,ZAF_3_MP303,Mkhondo LM,8,437
ZAF_4_MP304,4,ZAF_3_MP304,Dr Pixley Ka Isaka Seme LM,8,438
ZAF_4_MP305,4,ZAF_3_MP305,Lekwa LM,8,439
ZAF_4_MP306,4,ZAF_3_MP306,Dipaleseng LM,8,440
ZAF_4_MP307,4,ZAF_3_MP307,Govan Mbeki LM,8,441
ZAF_4_MP311,4,ZAF_3_MP311,Victor Khanye LM,8,442
ZAF_4_MP312,4,ZAF_3_MP312,Emalahleni LM,8,443
ZAF_4_MP313,4,ZAF_3_MP313,Steve Tshwete LM,8,444
ZAF_4_MP314,4,ZAF_3_MP314,Emakhazeni LM,8,445
ZAF_4_MP315,4,ZAF_3_MP315,Thembisile Hani LM,8,446
ZAF_4_MP316,4,ZAF_3_MP316,Dr JS Moroka LM,8,447
ZAF_4_MP321,4,ZAF_3_MP321,Thaba Chweu LM,8,448
ZAF_4_MP324,4,ZAF_3_MP324,Nkomazi LM,8,449
ZAF_4_MP325,4,ZAF_3_MP325,Bushbuckridge LM,8,450
ZAF_4_MP326,4,ZAF_3_MP326,City of Mbombela LM,8,451
ZAF_4_LIM331,4,ZAF_3_LIM331,Greater Giyani LM,9,452
ZAF_4_LIM332,4,ZAF_3_LIM332,Greater Letaba LM,9,453
ZAF_4_LIM333,4,ZAF_3_LIM333,Greater Tzaneen LM,9,454
ZAF_4_LIM334,4,ZAF_3_LIM334,Ba-Phalaborwa LM,9,455
ZAF_4_LIM335,4,ZAF_3_LIM335,Maruleng LM,9,456
ZAF_4_LIM341,4,ZAF_3_LIM341,Musina LM,9,457
ZAF_4_LIM343,4,ZAF_3_LIM343,Thulamela LM,9,458
ZAF_4_LIM344,4,ZAF_3_LIM344,Makhado LM,9,459
ZAF_4_LIM345,4,ZAF_3_LIM345,Collins Chabane LM,9,460
ZAF_4_LIM351,4,ZAF_3_LIM351,Blouberg LM,9,461
ZAF_4_LIM353,4,ZAF_3_LIM353,Molemole LM,9,462
ZAF_4_LIM354,4,ZAF_3_LIM354,Polokwane LM,9,463
ZAF_4_LIM355,4,ZAF_3_LIM355,Lepelle-Nkumpi LM,9,464
ZAF_4_LIM361,4,ZAF_3_LIM361,Thabazimbi LM,9,465
ZAF_4_LIM362,4,ZAF_3_LIM362,Lephalale LM,9,466
ZAF_4_LIM366,4,ZAF_3_LIM366,Bela-Bela LM,9,467
ZAF_4_LIM367,4,ZAF_3_LIM367,Mogalakwena LM,9,468
ZAF_4_LIM368,4,ZAF_3_LIM368,Mookgophong/Modimolle LM,9,469
ZAF_4_LIM471,4,ZAF_3_LIM471,Ephraim Mogale LM,9,470
ZAF_4_LIM472,4,ZAF_3_LIM472,E Motsoaledi LM,9,471
ZAF_4_LIM473,4,ZAF_3_LIM473,Makhuduthamaga LM,9,472
ZAF_4_LIM476,4,ZAF_3_LIM476,Fetakgomo Tubatse LM,9,473
ZAF_4_NW371,4,ZAF_3_NW371,Moretele LM,6,474
ZAF_4_NW372,4,ZAF_3_NW372,Madibeng LM,6,475
ZAF_4_NW373,4,ZAF_3_NW373,Rustenburg LM,6,476
ZAF_4_NW374,4,ZAF_3_NW374,Kgetlengrivier LM,6,477
ZAF_4_NW375,4,ZAF_3_NW375,Moses Kotane LM,6,478
ZAF_4_NW381,4,ZAF_3_NW381,Ratlou LM,6,479
ZAF_4_NW382,4,ZAF_3_NW382,Tswaing LM,6,480
ZAF_4_NW383,4,ZAF_3_NW383,Mahikeng LM,6,481
ZAF_4_NW384,4,ZAF_3_NW384,Ditsobotla LM,6,482
ZAF_4_NW385,4,ZAF_3_NW385,R Moiloa LM,6,483
ZAF_4_NW392,4,ZAF_3_NW392,Naledi LM,6,484
ZAF_4_NW393,4,ZAF_3_NW393,Mamusa LM,6,485
ZAF_4_NW394,4,ZAF_3_NW394,Greater Taung LM,6,486
ZAF_4_NW396,4,ZAF_3_NW396,Lekwa-Teemane LM,6,487
ZAF_4_NW397,4,ZAF_3_NW397,Kagisano-Molopo LM,6,488
ZAF_4_NW403,4,ZAF_3_NW403,City of Matlosana LM,6,489
ZAF_4_NW404,4,ZAF_3_NW404,Maquassi Hills LM,6,490
ZAF_4_NW405,4,ZAF_3_NW405,JB Marks LM,6,491
ZAF_4_EKUE1,4,ZAF_3_EKU,Ekurhuleni E1 SD,7,492
ZAF_4_EKUE2,4,ZAF_3_EKU,Ekurhuleni E2 SD,7,493
ZAF_4_EKUN1,4,ZAF_3_EKU,Ekurhuleni N1 SD,7,494
ZAF_4_EKUN2,4,ZAF_3_EKU,Ekurhuleni N2 SD,7,495
ZAF_4_EKUS1,4,ZAF_3_EKU,Ekurhuleni S1 SD,7,496
ZAF_4_EKUS2,4,ZAF_3_EKU,Ekurhuleni S2 SD,7,497
ZAF_4_JHBA,4,ZAF_3_JHB,Johannesburg A SD,7,498
ZAF_4_JHBB,4,ZAF_3_JHB,Johannesburg B SD,7,499
ZAF_4_JHBC,4,ZAF_3_JHB,Johannesburg C SD,7,500
ZAF_4_JHBD,4,ZAF_3_JHB,Johannesburg D SD,7,501
ZAF_4_JHBE,4,ZAF_3_JHB,Johannesburg E SD,7,502
ZAF_4_JHBF,4,ZAF_3_JHB,Johannesburg F SD,7,503
ZAF_4_JHBG,4,ZAF_3_JHB,Johannesburg G SD,7,504
ZAF_4_TSH1,4,ZAF_3_TSH,Tshwane 1 SD,7,505
ZAF_4_TSH2,4,ZAF_3_TSH,Tshwane 2 SD,7,506
ZAF_4_TSH3,4,ZAF_3_TSH,Tshwane 3 SD,7,507
ZAF_4_TSH4,4,ZAF_3_TSH,Tshwane 4 SD,7,508
ZAF_4_TSH5,4,ZAF_3_TSH,Tshwane 5 SD,7,509
ZAF_4_TSH6,4,ZAF_3_TSH,Tshwane 6 SD,7,510
ZAF_4_TSH7,4,ZAF_3_TSH,Tshwane 7 SD,7,511
ZAF_4_GT421,4,ZAF_3_GT421,Emfuleni LM,7,512
ZAF_4_GT422,4,ZAF_3_GT422,Midvaal LM,7,513
ZAF_4_GT423,4,ZAF_3_GT423,Lesedi LM,7,514
ZAF_4_GT481,4,ZAF_3_GT481,Mogale City LM,7,515
ZAF_4_GT484,4,ZAF_3_GT484,Merafong City LM,7,516
ZAF_4_GT485,4,ZAF_3_GT485,Rand West City LM,7,517
